case_id,family,length,strategy,median_ns
ac0434348590d1b743e6431a31589d17423ae3cd79c31e1db91bc61c248b7da0,runs,23,oracle,30750.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,merge,66333.5
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,insertion,32021.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,hybrid-1,63521.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,hybrid-8,39208.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,hybrid-24,30750.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,hybrid-64,30229.5
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,best_fixed,31604.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,manual_rule,43771.0
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,decision_tree,53541.5
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,tree_plan_only,40708.5
06de5d324be34098d6fb8993106373893a4d3fa99db55d3786cfe6dcede861b6,random,23,oracle,30229.5
