stage,case_id,shape,seed,input_sha256,strategy,n,run_count,run_lengths,bound,check_comparisons,comparisons,conditional_applicable,conditional_bound,merge_or_sort_comparisons,tree_budget,plan,median_ns,min_ns,max_ns,median_scan_ns,median_plan_with_consumption_ns,median_merge_only_ns
calibration,calibration-9029-24-skewed_runs,skewed_runs,9029,73249b29ea24112f7af3c069caff015e92f1a42e00e6e08ba3f6dc48b7668f58,hybrid_64,24,4,"[1, 1, 21, 1]",276,0,59,True,276,59,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",142042,137708,157791,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_1,24,1,[24],112,0,52,True,112,52,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",77125,76833,92458,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_4,24,1,[24],96,0,52,True,96,52,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",65750,62209,72791,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_8,24,1,[24],108,0,44,True,108,44,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",54917,54167,60625,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_16,24,1,[24],156,0,34,True,156,34,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",50333,49334,55375,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_24,24,1,[24],276,0,23,True,276,23,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",52875,52667,58750,,,
calibration,calibration-9029-24-sorted,sorted,9029,2a4003af8eef58e422e485836fe9c79b96569c98b7cdbcf5662a10654f03080e,hybrid_64,24,1,[24],276,0,23,True,276,23,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",53416,52708,67250,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_1,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",512,0,272,True,512,272,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",626375,612875,640583,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_4,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",464,0,272,True,464,272,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",589500,575083,650375,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_8,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",480,0,320,True,480,320,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",657625,648000,686250,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_16,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",600,0,480,True,600,480,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",1044833,1015625,1060041,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_24,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",920,0,840,True,920,840,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",2571750,2492917,2650209,,,
calibration,calibration-9029-80-reverse,reverse,9029,f867e607ab0b8c23a4683badf856bb7861ce5412c2a8d5d7df6947ba1e8c59cc,hybrid_64,80,80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1640,0,1600,True,1640,1600,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",8477125,8315208,8592500,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_1,24,5,"[2, 4, 13, 2, 3]",112,0,72,True,112,72,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",142958,137708,167792,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_4,24,5,"[2, 4, 13, 2, 3]",96,0,72,True,96,72,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",126875,126417,135584,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_8,24,5,"[2, 4, 13, 2, 3]",108,0,68,True,108,68,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",121917,121375,124041,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_16,24,5,"[2, 4, 13, 2, 3]",156,0,103,True,156,103,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",194834,190792,196958,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_24,24,5,"[2, 4, 13, 2, 3]",276,0,126,True,276,126,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",345000,334958,356125,,,
calibration,calibration-9011-24-random_boundaries,random_boundaries,9011,6fb53227dc08722bab51c5f6f4105324771dff85ac232c71ae7bd422cc9c687c,hybrid_64,24,5,"[2, 4, 13, 2, 3]",276,0,126,True,276,126,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",344167,338500,373916,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_1,80,4,"[20, 31, 24, 5]",512,0,337,True,512,337,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",1302708,1278250,1352875,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_4,80,4,"[20, 31, 24, 5]",464,0,337,True,464,337,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",1269166,1192459,1306000,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_8,80,4,"[20, 31, 24, 5]",480,0,322,True,480,322,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",1235875,1207459,1287083,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_16,80,4,"[20, 31, 24, 5]",600,0,307,True,600,307,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",1214833,1199709,1221625,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_24,80,4,"[20, 31, 24, 5]",920,0,376,True,920,376,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",1501459,1459958,1553833,,,
calibration,calibration-9029-80-long_runs,long_runs,9029,91b218bad8ee0ebba34ec66755eba995ed74f20755e84c66689fd83452a56256,hybrid_64,80,4,"[20, 31, 24, 5]",1640,0,730,True,1640,730,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",3352000,3305875,3489375,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_1,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",112,0,82,True,112,82,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",154625,141042,156792,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_4,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",96,0,82,True,96,82,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",134666,126209,142666,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_8,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",108,0,82,True,108,82,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",137916,131792,139208,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_16,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",156,0,96,True,156,96,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",180250,171208,193459,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_24,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",276,0,128,True,276,128,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",329416,297458,367625,,,
calibration,calibration-9029-24-duplicates,duplicates,9029,282e3b7c6f0639dec096290bd709cc0a936c834c61ffa1aba671be9d195323f2,hybrid_64,24,10,"[2, 3, 2, 3, 1, 2, 3, 2, 2, 4]",276,0,128,True,276,128,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",335583,317167,356792,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_1,24,1,[24],112,0,52,True,112,52,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",84375,80125,99583,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_4,24,1,[24],96,0,52,True,96,52,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",73958,65709,83208,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_8,24,1,[24],108,0,44,True,108,44,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",62958,56958,83083,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_16,24,1,[24],156,0,34,True,156,34,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",57292,51834,64292,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_24,24,1,[24],276,0,23,True,276,23,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",57625,55125,71916,,,
calibration,calibration-9011-24-sorted,sorted,9011,1ccb7d21fac65922b430a7df35074c4a6e0ee79936a50cdab42a4e2304bfce64,hybrid_64,24,1,[24],276,0,23,True,276,23,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",55125,54875,77000,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_1,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",1472,0,907,True,1472,907,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",5965500,5854875,5989250,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_4,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",1344,0,907,True,1344,907,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",5848417,5677500,5901625,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_8,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",1440,0,858,True,1440,858,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",5823458,5714750,5954334,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_16,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",1824,0,821,True,1824,821,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",5848500,5688666,5962083,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_24,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",2784,0,966,True,2784,966,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",6659791,6572250,6666209,,,
calibration,calibration-9029-192-skewed_runs,skewed_runs,9029,a1a67e8535773ed9a5eccf0c3944854ff98a44a1210d6e51465183e63053e721,hybrid_64,192,15,"[2, 1, 1, 3, 3, 1, 168, 2, 2, 1, 1, 1, 3, 2, 1]",4896,0,1323,True,4896,1323,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",9814500,9713750,9926625,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_1,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",512,0,402,True,512,402,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",1437875,1409500,1578500,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_4,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",464,0,402,True,464,402,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",1396791,1279625,1419166,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_8,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",480,0,407,True,480,407,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",1422291,1382750,1433959,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_16,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",600,0,454,True,600,454,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",1504000,1445625,1549542,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_24,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",920,0,575,True,920,575,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",2027375,1956792,2050958,,,
calibration,calibration-9029-80-random,random,9029,b41195c33bac9d813bafbc376626da2ff6589d3be27f5fb34ce962c79523458b,hybrid_64,80,35,"[1, 2, 2, 5, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 5, 2, 1, 4, 1, 3, 1, 3, 2, 1, 3, 4, 3, 2, 2, 2, 3, 4, 2]",1640,0,948,True,1640,948,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",4629375,4482583,4648625,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_1,24,3,"[3, 8, 13]",112,0,61,True,112,61,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",97083,91625,101791,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_4,24,3,"[3, 8, 13]",96,0,61,True,96,61,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",85750,77792,86250,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_8,24,3,"[3, 8, 13]",108,0,55,True,108,55,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",79042,72375,89084,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_16,24,3,"[3, 8, 13]",156,0,49,True,156,49,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",82875,74708,94083,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_24,24,3,"[3, 8, 13]",276,0,40,True,276,40,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",88667,87708,98833,,,
calibration,calibration-9029-24-perturbed,perturbed,9029,bdc1cf909c59a9d6de046657a551dc0e03fb83583541bb74266df0a19b0b96fd,hybrid_64,24,3,"[3, 8, 13]",276,0,40,True,276,40,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",84667,79084,88750,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_1,192,1,[192],1472,0,704,True,1472,704,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",2532333,2435500,2616334,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_4,192,1,[192],1344,0,704,True,1344,704,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",2469000,2420167,2492167,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_8,192,1,[192],1440,0,640,True,1440,640,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",2383167,2349541,2420833,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_16,192,1,[192],1824,0,560,True,1824,560,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",2352166,2234000,2476375,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_24,192,1,[192],2784,0,472,True,2784,472,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",2172958,2087375,2310334,,,
calibration,calibration-9029-192-sorted,sorted,9029,25ed8184e3389f7a52742ca482e97b688f9c52f8bd0b491b51d900548d17e539,hybrid_64,192,1,[192],4896,0,380,True,4896,380,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",2424917,2363000,2451209,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_1,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",512,0,381,True,512,381,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 1)""",1284833,1268167,1302709,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_4,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",464,0,381,True,464,381,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",1237625,1231209,1248166,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_8,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",480,0,372,True,480,372,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 8)""",1201542,1195125,1234083,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_16,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",600,0,415,True,600,415,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 16)""",1318042,1277459,1324083,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_24,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",920,0,469,True,920,469,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 24)""",1630209,1606500,1681666,,,
calibration,calibration-9011-80-duplicates,duplicates,9011,ff0a4fc338c59f2646e2844e3561b19884d8ededd221c8eb612981ba1ce56501,hybrid_64,80,33,"[3, 3, 4, 2, 2, 1, 1, 2, 3, 2, 1, 3, 4, 2, 2, 3, 2, 3, 2, 4, 4, 2, 3, 2, 6, 2, 2, 4, 1, 1, 2, 1, 1]",1640,0,717,True,1640,717,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 64)""",3407125,3371333,3441333,,,
