stage,case_id,shape,seed,input_sha256,strategy,mode,n,run_count,run_lengths,plan,comparisons,check_comparisons,sort_comparisons,bound,tree_budget,conditional_applicable,conditional_bound,cost_source,median_ns,min_ns,max_ns,samples_ns
paired,test-200003-257-random,random,200003,eb9fde7bdb5ffafda95e988f907a997ee5e0365c2a1a2f517d1b7fd527e5a94b,runs_length,scan_only,257,132,"[2, 3, 2, 1, 3, 2, 1, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 4, 2, 1, 1, 3, 3, 3, 2, 3, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 6, 1, 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 1, 1, 3, 2, 3, 1, 3, 1, 2, 1, 3, 2, 2, 5, 2, 1, 3, 1, 2, 1, 4, 3, 1, 1, 3, 1, 1, 2, 2, 1, 4, 1, 2, 2, 2, 2, 2, 1, 2, 3, 1, 3, 2, 4, 1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 3, 1, 2, 2, 1, 1, 3, 2]","[[[[[[[2, 3], [2, 1]], [[3, 2], [1, 3]]], [[[1, [2, 1]], [2, 2]], [[1, 2], [[2, 1], 2]]]], [[[[2, 1], [4, 2]], [[[1, 1], 3], 3]], [[3, [2, 3]], [[1, 2], [3, 1]]]]], [[[[[[2, 1], 3], [[1, 1], 1]], [[2, 1], [2, 3]]], [[[1, 3], 6], [[1, 2], 2]]], [[[[[1, 2], 2], [3, 1]], [[2, 1], [2, 3]]], [[[2, 1], [2, 3]], [[[1, 1], 3], 2]]]]], [[[[[[3, 1], [3, 1]], [[2, 1], [3, 2]]], [[2, 5], [[[2, 1], 3], [1, 2]]]], [[[[1, 4], 3], [[[1, 1], 3], [1, 1]]], [[[2, [2, 1]], 4], [[1, 2], [2, 2]]]]], [[[[[2, 2], [1, 2]], [[3, 1], [3, 2]]], [[[4, 1], [[1, 1], 2]], [[3, 2], [1, 3]]]], [[[[[1, 1], 2], [3, 1]], [[1, 3], [2, [1, 1]]]], [[[3, 1], [2, 2]], [[[1, 1], 3], 2]]]]]]",1845,256,1589,2057,1801,False,,measured and independently checked,14302250,14235292,14480167,"[14480167, 14289375, 14302250, 14312250, 14235292]"
paired,test-200003-257-random,random,200003,eb9fde7bdb5ffafda95e988f907a997ee5e0365c2a1a2f517d1b7fd527e5a94b,runs_length,merge_only,257,132,"[2, 3, 2, 1, 3, 2, 1, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 4, 2, 1, 1, 3, 3, 3, 2, 3, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 6, 1, 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 1, 1, 3, 2, 3, 1, 3, 1, 2, 1, 3, 2, 2, 5, 2, 1, 3, 1, 2, 1, 4, 3, 1, 1, 3, 1, 1, 2, 2, 1, 4, 1, 2, 2, 2, 2, 2, 1, 2, 3, 1, 3, 2, 4, 1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 3, 1, 2, 2, 1, 1, 3, 2]","[[[[[[[2, 3], [2, 1]], [[3, 2], [1, 3]]], [[[1, [2, 1]], [2, 2]], [[1, 2], [[2, 1], 2]]]], [[[[2, 1], [4, 2]], [[[1, 1], 3], 3]], [[3, [2, 3]], [[1, 2], [3, 1]]]]], [[[[[[2, 1], 3], [[1, 1], 1]], [[2, 1], [2, 3]]], [[[1, 3], 6], [[1, 2], 2]]], [[[[[1, 2], 2], [3, 1]], [[2, 1], [2, 3]]], [[[2, 1], [2, 3]], [[[1, 1], 3], 2]]]]], [[[[[[3, 1], [3, 1]], [[2, 1], [3, 2]]], [[2, 5], [[[2, 1], 3], [1, 2]]]], [[[[1, 4], 3], [[[1, 1], 3], [1, 1]]], [[[2, [2, 1]], 4], [[1, 2], [2, 2]]]]], [[[[[2, 2], [1, 2]], [[3, 1], [3, 2]]], [[[4, 1], [[1, 1], 2]], [[3, 2], [1, 3]]]], [[[[[1, 1], 2], [3, 1]], [[1, 3], [2, [1, 1]]]], [[[3, 1], [2, 2]], [[[1, 1], 3], 2]]]]]]",1845,256,1589,2057,1801,False,,measured and independently checked,8434250,8042958,8553542,"[8434250, 8042958, 8438250, 8553542, 8134875]"
paired,test-200003-257-random,random,200003,eb9fde7bdb5ffafda95e988f907a997ee5e0365c2a1a2f517d1b7fd527e5a94b,runs_length,staged_direct,257,132,"[2, 3, 2, 1, 3, 2, 1, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 4, 2, 1, 1, 3, 3, 3, 2, 3, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 6, 1, 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 1, 1, 3, 2, 3, 1, 3, 1, 2, 1, 3, 2, 2, 5, 2, 1, 3, 1, 2, 1, 4, 3, 1, 1, 3, 1, 1, 2, 2, 1, 4, 1, 2, 2, 2, 2, 2, 1, 2, 3, 1, 3, 2, 4, 1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 3, 1, 2, 2, 1, 1, 3, 2]","[[[[[[[2, 3], [2, 1]], [[3, 2], [1, 3]]], [[[1, [2, 1]], [2, 2]], [[1, 2], [[2, 1], 2]]]], [[[[2, 1], [4, 2]], [[[1, 1], 3], 3]], [[3, [2, 3]], [[1, 2], [3, 1]]]]], [[[[[[2, 1], 3], [[1, 1], 1]], [[2, 1], [2, 3]]], [[[1, 3], 6], [[1, 2], 2]]], [[[[[1, 2], 2], [3, 1]], [[2, 1], [2, 3]]], [[[2, 1], [2, 3]], [[[1, 1], 3], 2]]]]], [[[[[[3, 1], [3, 1]], [[2, 1], [3, 2]]], [[2, 5], [[[2, 1], 3], [1, 2]]]], [[[[1, 4], 3], [[[1, 1], 3], [1, 1]]], [[[2, [2, 1]], 4], [[1, 2], [2, 2]]]]], [[[[[2, 2], [1, 2]], [[3, 1], [3, 2]]], [[[4, 1], [[1, 1], 2]], [[3, 2], [1, 3]]]], [[[[[1, 1], 2], [3, 1]], [[1, 3], [2, [1, 1]]]], [[[3, 1], [2, 2]], [[[1, 1], 3], 2]]]]]]",1845,256,1589,2057,1801,False,,measured and independently checked,1595458,1566916,1675917,"[1672791, 1595458, 1566916, 1675917, 1568792]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,merge,reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",merge,525,0,525,679,,True,679,measured and independently checked,2130125,2082334,2168000,"[2168000, 2082500, 2082334, 2130125, 2160375]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,merge,counted,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",merge,525,0,525,679,,True,679,measured and independently checked,417708,410292,447042,"[447042, 410292, 416208, 417708, 438208]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,merge,plain,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",merge,525,0,525,679,,True,679,proved symbolic instrumentation (not maintained),117917,115250,131292,"[131292, 117917, 115292, 115250, 119833]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,hybrid_8,reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",hybrid_8,552,0,552,634,,True,634,measured and independently checked,2145875,2102500,2185375,"[2159833, 2117250, 2102500, 2145875, 2185375]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,hybrid_8,counted,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",hybrid_8,552,0,552,634,,True,634,measured and independently checked,374250,368250,398000,"[397291, 374250, 368250, 372375, 398000]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,hybrid_8,plain,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",hybrid_8,552,0,552,634,,True,634,proved symbolic instrumentation (not maintained),94875,94792,102709,"[102709, 95000, 94875, 94792, 94875]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,fixed_four,reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",fixed_four,532,7,525,772,,False,287,measured and independently checked,2124208,2094333,2140500,"[2140500, 2094333, 2100292, 2124208, 2138083]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,fixed_four,counted,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",fixed_four,532,7,525,772,,False,287,measured and independently checked,423666,417542,433625,"[433625, 423666, 419041, 417542, 432167]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,fixed_four,plain,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]",fixed_four,532,7,525,772,,False,287,proved symbolic instrumentation (not maintained),119333,117833,121500,"[121500, 119333, 117833, 119167, 119750]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,3012125,2963459,3063042,"[2963459, 3012125, 3022083, 2987250, 3063042]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,counted,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,413209,398083,418000,"[413209, 398083, 408583, 416708, 418000]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,plain,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,proved symbolic instrumentation (not maintained),113875,111417,120333,"[113875, 113750, 111417, 114458, 120333]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,staged_reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,3007458,2995000,3081375,"[3081375, 2995000, 2998166, 3007458, 3032292]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,scan_only,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,2109792,2095667,2204291,"[2204291, 2104708, 2109792, 2095667, 2121417]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,merge_only,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,1317291,1252625,1366209,"[1366209, 1317291, 1320917, 1252625, 1312041]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_count,staged_direct,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [1, [2, 3]]], [[1, [2, 3]], [3, [1, 2]]]], [[[2, [2, 1]], [1, [1, 3]]], [[2, [2, 3]], [[1, 1], [3, 2]]]]], [[[[5, [1, 1]], [1, [1, 3]]], [[2, [1, 3]], [3, [4, 2]]]], [[[2, [1, 3]], [1, [1, 1]]], [[1, [1, 2]], [[2, 2], [3, 1]]]]]]",575,96,479,678,554,False,,measured and independently checked,405000,388125,414375,"[414375, 405959, 405000, 388125, 394041]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,3076875,3061083,3194333,"[3194333, 3076875, 3061083, 3125583, 3076334]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,counted,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,496833,491041,508959,"[508959, 491041, 498500, 496833, 491125]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,plain,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,proved symbolic instrumentation (not maintained),203125,201959,209375,"[209375, 203125, 202541, 201959, 205584]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,staged_reference,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,3053459,3045708,3180417,"[3180417, 3051000, 3045708, 3085584, 3053459]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,scan_only,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,2181625,2153417,2262250,"[2262250, 2181625, 2153417, 2183750, 2170083]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,merge_only,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,1399958,1383458,1481916,"[1481916, 1385791, 1383458, 1399958, 1419584]"
paired,test-100003-97-random,random,100003,aec939c24dffb5f38ae28e8f78affd0fda2414825ba412e7ec295cd9a515671b,runs_length,staged_direct,97,50,"[3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 3, 2, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1]","[[[[[3, [3, 1]], [[1, 2], 3]], [[[1, 2], 3], [3, [1, 2]]]], [[[2, [2, [1, 1]]], [[1, 3], 2]], [[2, [3, 1]], [[1, 3], 2]]]], [[[[5, 1], [[[1, 1], 1], 3]], [[[2, 1], 3], [3, 4]]], [[[2, [2, 1]], [[3, 1], [[1, 1], 1]]], [[[1, 2], 2], [2, [3, 1]]]]]]",567,96,471,639,543,False,,measured and independently checked,506084,491458,520542,"[520542, 506084, 491458, 501333, 513917]"
paired,test-200003-97-short_runs,short_runs,200003,69456ac97daa154161487bd91acafd61302a25c82d23930ccc72678d27485705,merge,reference,97,35,"[2, 2, 5, 4, 4, 1, 3, 1, 6, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 3, 4, 3, 2, 3, 6, 1, 3, 2, 2, 1, 3, 4, 4, 3, 4]",merge,516,0,516,679,,True,679,measured and independently checked,2062042,2001375,2257125,"[2102708, 2028708, 2062042, 2001375, 2257125]"
paired,test-200003-97-short_runs,short_runs,200003,69456ac97daa154161487bd91acafd61302a25c82d23930ccc72678d27485705,merge,counted,97,35,"[2, 2, 5, 4, 4, 1, 3, 1, 6, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 3, 4, 3, 2, 3, 6, 1, 3, 2, 2, 1, 3, 4, 4, 3, 4]",merge,516,0,516,679,,True,679,measured and independently checked,407458,361167,442458,"[417333, 395916, 407458, 361167, 442458]"
paired,test-200003-97-short_runs,short_runs,200003,69456ac97daa154161487bd91acafd61302a25c82d23930ccc72678d27485705,merge,plain,97,35,"[2, 2, 5, 4, 4, 1, 3, 1, 6, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 3, 4, 3, 2, 3, 6, 1, 3, 2, 2, 1, 3, 4, 4, 3, 4]",merge,516,0,516,679,,True,679,proved symbolic instrumentation (not maintained),117959,100667,125750,"[117959, 106833, 121792, 100667, 125750]"
paired,test-200003-97-short_runs,short_runs,200003,69456ac97daa154161487bd91acafd61302a25c82d23930ccc72678d27485705,hybrid_8,reference,97,35,"[2, 2, 5, 4, 4, 1, 3, 1, 6, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 3, 4, 3, 2, 3, 6, 1, 3, 2, 2, 1, 3, 4, 4, 3, 4]",hybrid_8,519,0,519,634,,True,634,measured and independently checked,2106292,2002417,2148167,"[2106292, 2020291, 2002417, 2148167, 2119000]"
paired,test-200003-97-short_runs,short_runs,200003,69456ac97daa154161487bd91acafd61302a25c82d23930ccc72678d27485705,hybrid_8,counted,97,35,"[2, 2, 5, 4, 4, 1, 3, 1, 6, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 3, 4, 3, 2, 3, 6, 1, 3, 2, 2, 1, 3, 4, 4, 3, 4]",hybrid_8,519,0,519,634,,True,634,measured and independently checked,369583,340166,385750,"[360250, 385750, 340166, 377000, 369583]"
