case_id,shape,n,check_comparisons,comparisons,conditional_upper,ready,sorting_comparisons,strategy,upper,offline_profile_ns,median_e2e_ns,min_e2e_ns,max_e2e_ns,median_check_replay_ns
20260906-8-random,random,8,0,22,28,True,22,single_insertion,28,30625,31791,29666,31959,208
20260906-8-random,random,8,0,16,20,True,16,single_hybrid_4,20,31667,20666,19584,20958,167
20260906-8-random,random,8,0,22,28,True,22,single_hybrid_8,28,33375,31583,31583,31958,208
20260906-8-random,random,8,0,22,28,True,22,single_hybrid_16,28,34458,30416,29042,31125,208
20260906-8-random,random,8,0,16,20,True,16,p000_two_insertion,20,32250,22167,22083,22167,1083
20260906-8-random,random,8,4,21,14,False,17,p001_two_guarded,30,37625,30375,29250,31083,4417
20260906-8-random,random,8,0,17,24,True,17,p002_merge_halves,24,33417,26000,21708,26500,1000
20260906-8-random,random,8,2,19,7,False,17,p003_guarded_merge,31,27500,28000,26542,28084,1667
20260906-8-random,random,8,0,22,36,True,22,p004_prefix_insertion_merge,36,37458,36875,30792,37958,1000
20260906-8-random,random,8,4,22,19,False,18,p005_three_guarded,33,45125,27916,27375,32375,5083
20260906-8-random,random,8,4,17,20,True,13,p006_four_guarded,28,46041,20500,20291,21875,6042
20260906-8-random,random,8,0,19,24,True,19,p007_mixed_hybrid,24,32666,26375,22875,28583,1125
20260906-8-random,random,8,0,17,22,True,17,p028_split,22,28292,22042,21000,25833,1083
20260906-8-random,random,8,0,17,22,True,17,p031_nested,22,30792,26000,21125,26167,1875
20260906-8-random,random,8,0,22,36,True,22,p098_split,36,38583,35792,30958,38875,1000
20260906-8-random,random,8,0,18,23,True,18,p024_split,23,39166,23042,22292,27834,1084
20260906-8-random,random,8,0,18,22,True,18,p027_nested,22,47375,23375,23083,28500,1917
20260906-32-reverse,reverse,32,0,84,160,True,84,single_merge,160,128833,148834,142583,154000,208
20260906-32-reverse,reverse,32,0,496,496,True,496,single_insertion,496,1966458,2178791,1950583,2415584,167
20260906-32-reverse,reverse,32,0,97,144,True,97,single_hybrid_4,144,158375,145166,144042,171250,208
20260906-32-reverse,reverse,32,0,145,176,True,145,single_hybrid_8,176,241917,239000,209417,292500,208
20260906-32-reverse,reverse,32,0,256,272,True,256,single_hybrid_16,272,582750,597208,528459,626333,208
20260906-32-reverse,reverse,32,0,256,272,True,256,p000_two_insertion,272,587750,584125,552083,677125,1041
20260906-32-reverse,reverse,32,2,86,62,False,84,p001_two_guarded,190,151250,143791,119000,167500,2833
20260906-32-reverse,reverse,32,0,84,160,True,84,p002_merge_halves,160,159500,130625,117708,156166,1000
20260906-32-reverse,reverse,32,1,85,31,False,84,p003_guarded_merge,191,141167,125417,120292,143792,1041
20260906-32-reverse,reverse,32,0,113,180,True,113,p004_prefix_insertion_merge,180,220209,191083,181292,238584,833
20260906-32-reverse,reverse,32,3,101,83,False,98,p005_three_guarded,211,191125,176125,165958,179041,4291
20260906-32-reverse,reverse,32,4,88,92,False,84,p006_four_guarded,188,156667,140500,129750,140500,5833
20260906-32-reverse,reverse,32,0,163,192,True,163,p007_mixed_hybrid,192,334000,310375,275667,315375,1000
20260906-32-reverse,reverse,32,0,91,152,True,91,p028_split,152,157708,140959,123042,141625,1042
20260906-32-reverse,reverse,32,0,91,152,True,91,p031_nested,152,165375,136917,136875,142042,1708
20260906-32-reverse,reverse,32,0,121,160,True,121,p098_split,160,214791,189541,170458,189917,875
20260906-32-reverse,reverse,32,0,87,157,True,87,p024_split,157,163041,133958,133375,136125,1000
20260906-32-reverse,reverse,32,0,87,157,True,87,p027_nested,157,166459,133833,121459,133834,1708
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,105,160,True,105,single_merge,160,174750,197000,172208,198333,167
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,175,496,True,175,single_insertion,496,524041,545459,494250,556417,167
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,101,144,True,101,single_hybrid_4,144,182625,173209,159833,188375,167
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,104,176,True,104,single_hybrid_8,176,179292,193459,176625,211708,208
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,123,272,True,123,single_hybrid_16,272,237542,240667,230375,280250,167
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,123,272,True,123,p000_two_insertion,272,244625,267916,231917,273833,958
20260906-32-3_sorted_blocks,3_sorted_blocks,32,15,120,62,False,105,p001_two_guarded,190,203459,193375,181333,221833,9292
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,105,160,True,105,p002_merge_halves,160,185750,199000,176250,209375,917
20260906-32-3_sorted_blocks,3_sorted_blocks,32,10,115,31,False,105,p003_guarded_merge,191,196708,191875,189042,203459,4375
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,99,180,True,99,p004_prefix_insertion_merge,180,217125,189375,169417,199000,792
20260906-32-3_sorted_blocks,3_sorted_blocks,32,29,72,83,True,43,p005_three_guarded,211,152750,123709,121334,134375,16750
20260906-32-3_sorted_blocks,3_sorted_blocks,32,21,102,92,False,81,p006_four_guarded,188,202541,175292,170000,298500,14791
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,78,192,True,78,p007_mixed_hybrid,192,170875,163917,159666,169167,916
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,104,152,True,104,p028_split,152,189042,193250,185333,244833,916
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,104,152,True,104,p031_nested,152,192917,178416,174209,190125,1541
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,101,160,True,101,p098_split,160,186333,183792,165500,187417,833
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,96,157,True,96,p024_split,157,226250,203083,182000,204250,917
20260906-32-3_sorted_blocks,3_sorted_blocks,32,0,96,157,True,96,p027_nested,157,273583,195167,194792,225167,1583
