stage,case_id,shape,seed,input_sha256,strategy,mode,n,run_count,run_lengths,plan,comparisons,check_comparisons,sort_comparisons,bound,tree_budget,conditional_applicable,conditional_bound,cost_source,median_ns,min_ns,max_ns,samples_ns
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,merge,plain,29,1,[29],merge,67,0,67,145,,True,145,proved symbolic instrumentation (not maintained),26166,20708,26709,"[26166, 26709, 20708]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,hybrid_8,reference,29,1,[29],hybrid_8,53,0,53,149,,True,149,measured and independently checked,79292,77542,79500,"[79500, 79292, 77542]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,hybrid_8,counted,29,1,[29],hybrid_8,53,0,53,149,,True,149,measured and independently checked,40833,40375,41541,"[40833, 41541, 40375]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,hybrid_8,plain,29,1,[29],hybrid_8,53,0,53,149,,True,149,proved symbolic instrumentation (not maintained),12791,12500,12792,"[12500, 12791, 12792]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,fixed_four,reference,29,1,[29],fixed_four,53,25,28,170,,True,83,measured and independently checked,66208,65750,71333,"[71333, 65750, 66208]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,fixed_four,counted,29,1,[29],fixed_four,53,25,28,170,,True,83,measured and independently checked,35208,33125,35333,"[35208, 35333, 33125]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,fixed_four,plain,29,1,[29],fixed_four,53,25,28,170,,True,83,proved symbolic instrumentation (not maintained),10834,9500,11334,"[10834, 11334, 9500]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,reference,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,94041,87209,115333,"[115333, 94041, 87209]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,counted,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,23000,22167,23750,"[23750, 22167, 23000]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,plain,29,1,[29],29,28,28,0,28,0,False,,proved symbolic instrumentation (not maintained),7791,7625,8000,"[7791, 8000, 7625]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,staged_reference,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,105709,91000,107333,"[91000, 105709, 107333]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,scan_only,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,22500,20417,22667,"[22667, 22500, 20417]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,merge_only,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,89250,80000,90875,"[90875, 89250, 80000]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_count,staged_direct,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,22500,21542,22667,"[22500, 22667, 21542]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,reference,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,94041,94000,95583,"[95583, 94000, 94041]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,counted,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,22416,22250,22583,"[22416, 22583, 22250]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,plain,29,1,[29],29,28,28,0,28,0,False,,proved symbolic instrumentation (not maintained),7709,7625,7750,"[7709, 7750, 7625]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,staged_reference,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,89042,85167,102125,"[102125, 85167, 89042]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,scan_only,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,22666,20625,24084,"[24084, 20625, 22666]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,merge_only,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,85416,83875,95584,"[95584, 83875, 85416]"
smoke,smoke-810001-29-sorted,sorted,810001,49be1417aa09317d2a03629ab4f3195ad9f8c20b10ca210c2b92a3d6a3757d84,runs_length,staged_direct,29,1,[29],29,28,28,0,28,0,False,,measured and independently checked,22458,20167,23667,"[22458, 23667, 20167]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,merge,reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",merge,75,0,75,145,,True,145,measured and independently checked,119458,119083,125000,"[119083, 125000, 119458]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,merge,counted,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",merge,75,0,75,145,,True,145,measured and independently checked,73500,73209,73958,"[73958, 73500, 73209]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,merge,plain,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",merge,75,0,75,145,,True,145,proved symbolic instrumentation (not maintained),24458,24333,24708,"[24708, 24458, 24333]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,hybrid_8,reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",hybrid_8,121,0,121,149,,True,149,measured and independently checked,186333,186041,186500,"[186333, 186500, 186041]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,hybrid_8,counted,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",hybrid_8,121,0,121,149,,True,149,measured and independently checked,82167,81875,82875,"[82875, 81875, 82167]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,hybrid_8,plain,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",hybrid_8,121,0,121,149,,True,149,proved symbolic instrumentation (not maintained),21416,21083,21500,"[21500, 21416, 21083]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,fixed_four,reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",fixed_four,79,4,75,170,,False,83,measured and independently checked,124959,124375,125000,"[124959, 124375, 125000]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,fixed_four,counted,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",fixed_four,79,4,75,170,,False,83,measured and independently checked,78125,78042,86666,"[86666, 78125, 78042]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,fixed_four,plain,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",fixed_four,79,4,75,170,,False,83,proved symbolic instrumentation (not maintained),25750,25625,28708,"[25750, 28708, 25625]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,223833,217333,233084,"[217333, 233084, 223833]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,counted,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,93750,93417,96500,"[96500, 93417, 93750]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,plain,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,proved symbolic instrumentation (not maintained),31750,31458,31959,"[31959, 31458, 31750]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,staged_reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,212000,209042,212459,"[209042, 212459, 212000]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,scan_only,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,141958,141291,142375,"[141958, 142375, 141291]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,merge_only,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,162500,158542,163334,"[158542, 162500, 163334]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_count,staged_direct,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[1, [1, 1]], [[1, 1], [1, 1]]], [[1, [1, 1]], [[1, 1], [1, 1]]]], [[[1, [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], [1, 1]]]]]",103,28,75,173,142,False,,measured and independently checked,93541,92958,94208,"[93541, 94208, 92958]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,249500,249291,250750,"[250750, 249291, 249500]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,counted,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,137708,130250,142375,"[130250, 137708, 142375]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,plain,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,proved symbolic instrumentation (not maintained),76417,76417,76542,"[76542, 76417, 76417]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,staged_reference,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,244500,243333,252417,"[244500, 243333, 252417]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,scan_only,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,175500,174500,175708,"[175708, 175500, 174500]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,merge_only,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,205375,205125,208292,"[205125, 205375, 208292]"
smoke,smoke-810001-29-reverse,reverse,810001,cb865c0e4940862d1667a1a23f0fd701c597c5c1c8ac3efb550509ac5e0314bb,runs_length,staged_direct,29,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[[[[1, 1], [1, 1]], [[1, 1], [1, 1]]], [[[1, 1], [1, 1]], [[1, 1], 1]]], [[[[1, 1], [1, 1]], [[1, 1], 1]], [[[1, 1], [1, 1]], [[1, 1], 1]]]]",95,28,67,170,142,False,,measured and independently checked,135875,135041,139209,"[135875, 139209, 135041]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,merge,reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",merge,96,0,96,145,,True,145,measured and independently checked,176666,174583,177959,"[176666, 174583, 177959]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,merge,counted,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",merge,96,0,96,145,,True,145,measured and independently checked,85750,83375,89375,"[83375, 85750, 89375]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,merge,plain,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",merge,96,0,96,145,,True,145,proved symbolic instrumentation (not maintained),27125,27125,32292,"[27125, 27125, 32292]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,hybrid_8,reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",hybrid_8,103,0,103,149,,True,149,measured and independently checked,189750,187292,191167,"[187292, 189750, 191167]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,hybrid_8,counted,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",hybrid_8,103,0,103,149,,True,149,measured and independently checked,69209,68708,74709,"[69209, 68708, 74709]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,hybrid_8,plain,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",hybrid_8,103,0,103,149,,True,149,proved symbolic instrumentation (not maintained),19084,18958,19208,"[19208, 19084, 18958]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,fixed_four,reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",fixed_four,106,10,96,170,,False,83,measured and independently checked,184750,182250,205541,"[182250, 184750, 205541]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,fixed_four,counted,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",fixed_four,106,10,96,170,,False,83,measured and independently checked,92667,92458,96125,"[92667, 92458, 96125]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,fixed_four,plain,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]",fixed_four,106,10,96,170,,False,83,proved symbolic instrumentation (not maintained),28834,28792,29209,"[28834, 28792, 29209]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,235833,231917,241709,"[241709, 235833, 231917]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,counted,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,76125,72000,76208,"[72000, 76208, 76125]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,plain,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,proved symbolic instrumentation (not maintained),22958,22084,23625,"[22084, 22958, 23625]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,staged_reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,231958,228541,237000,"[231958, 228541, 237000]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,scan_only,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,163167,155583,164667,"[163167, 164667, 155583]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,merge_only,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,136042,130709,142208,"[136042, 142208, 130709]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_count,staged_direct,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[1, 1], [2, [3, 1]]], [[3, [2, 4]], [3, [6, 3]]]]",103,28,75,144,106,False,,measured and independently checked,75375,75167,76291,"[75375, 76291, 75167]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,measured and independently checked,248500,242917,250916,"[248500, 242917, 250916]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,counted,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,measured and independently checked,89417,81875,91875,"[81875, 91875, 89417]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,plain,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,proved symbolic instrumentation (not maintained),38208,37667,41125,"[38208, 41125, 37667]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,staged_reference,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,measured and independently checked,239625,238291,250666,"[239625, 238291, 250666]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,scan_only,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,measured and independently checked,172666,172125,177250,"[177250, 172666, 172125]"
smoke,smoke-810001-29-duplicates,duplicates,810001,c454ab44d215d572c6897b51e5b9ac6d94cad6b6f589bffceeccc79f0d9010ce,runs_length,merge_only,29,11,"[1, 1, 2, 3, 1, 3, 2, 4, 3, 6, 3]","[[[[[1, 1], 2], 3], [[1, 3], 2]], [[4, 3], [6, 3]]]",101,28,73,125,97,False,,measured and independently checked,166584,156958,166667,"[166667, 156958, 166584]"
