stage,case_id,shape,seed,input_sha256,strategy,n,run_count,run_lengths,bound,check_comparisons,comparisons,conditional_applicable,conditional_bound,merge_or_sort_comparisons,tree_budget,plan,median_ns,min_ns,max_ns,median_scan_ns,median_plan_with_consumption_ns,median_merge_only_ns
test,test-501-23-unequal_runs,unequal_runs,501,c205912995a1f76b0c671b176faeee8465d85d320c6737d0292e56e0b02443bb,fixed_four,23,2,"[12, 11]",134,15,58,False,65,43,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",84500,82542,88833,,,
test,test-501-23-unequal_runs,unequal_runs,501,c205912995a1f76b0c671b176faeee8465d85d320c6737d0292e56e0b02443bb,runs_count,23,2,"[12, 11]",45,22,43,False,,21,23,"[12, 11]",100709,100500,112166,59541,1833,49458
test,test-501-23-unequal_runs,unequal_runs,501,c205912995a1f76b0c671b176faeee8465d85d320c6737d0292e56e0b02443bb,runs_length,23,2,"[12, 11]",45,22,43,False,,21,23,"[12, 11]",105375,101625,119333,59334,3000,50292
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,merge,23,4,"[1, 20, 1, 1]",115,0,64,True,115,64,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",108334,92541,130666,,,
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,hybrid_4,23,4,"[1, 20, 1, 1]",91,0,64,True,91,64,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",94500,92250,99625,,,
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,fixed_two,23,4,"[1, 20, 1, 1]",136,11,75,False,44,64,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",100125,99208,111458,,,
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,fixed_three,23,4,"[1, 20, 1, 1]",128,14,66,False,59,52,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",100917,87041,101541,,,
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,fixed_four,23,4,"[1, 20, 1, 1]",134,15,65,False,65,50,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",97000,86541,102583,,,
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,runs_count,23,4,"[1, 20, 1, 1]",68,22,49,False,,27,46,"[[1, 20], [1, 1]]",102208,100958,133166,56750,3875,46125
test,test-501-23-skewed_runs,skewed_runs,501,c9eb8870369f33b5bccbca1152b1ecbb78ed453a501868c7919b3c67aa643866,runs_length,23,4,"[1, 20, 1, 1]",68,22,49,False,,27,46,"[[1, 20], [1, 1]]",116417,107792,128125,55500,7084,43417
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,merge,2,2,"[1, 1]",2,0,1,True,2,1,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",1792,1708,3084,,,
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,hybrid_4,2,2,"[1, 1]",1,0,1,True,1,1,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",1625,1500,2958,,,
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,fixed_two,2,2,"[1, 1]",2,0,1,True,2,1,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",2084,2000,3209,,,
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,fixed_three,2,2,"[1, 1]",4,0,1,True,4,1,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",3000,3000,3250,,,
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,fixed_four,2,2,"[1, 1]",4,0,1,True,4,1,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",3750,3625,3959,,,
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,runs_count,2,2,"[1, 1]",3,1,2,False,,1,2,"[1, 1]",5000,3709,5250,1834,1542,1666
test,test-edge-pair,edge_pair,,22e7e927f66095ec7fff4b388f9d5f02bf47db28052a3ee866a29c168d4cc4e9,runs_length,2,2,"[1, 1]",3,1,2,False,,1,2,"[1, 1]",5916,4334,6166,1625,2208,1417
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,merge,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",282,0,202,True,282,202,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",504333,502583,545000,,,
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,hybrid_4,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",234,0,202,True,234,202,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",486208,485875,519792,,,
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,fixed_two,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",327,6,208,False,92,202,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",505333,502292,517167,,,
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,fixed_three,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",311,7,216,False,123,209,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",548750,548458,576917,,,
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,fixed_four,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",325,12,214,False,137,202,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",506791,506208,514083,,,
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,runs_count,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",234,46,204,False,,158,188,"[[[[2, 3], [4, 1]], [[4, 4], [2, 3]]], [[[4, 3], [3, 2]], [[3, 4], [4, 1]]]]",647583,642500,647791,229875,18208,418583
test,test-501-47-short_runs,short_runs,501,14838f06139f4fde0b20a62d286731bc124f3a6718b9d6fe19c105cb98e9e923,runs_length,47,16,"[2, 3, 4, 1, 4, 4, 2, 3, 4, 3, 3, 2, 3, 4, 4, 1]",234,46,204,False,,158,188,"[[[[2, 3], [4, 1]], [[4, 4], [2, 3]]], [[[4, 3], [3, 2]], [[3, 4], [4, 1]]]]",669709,668833,679625,227459,40292,416708
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,merge,47,6,"[3, 3, 8, 15, 12, 6]",282,0,180,True,282,180,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",403250,400250,424750,,,
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,hybrid_4,47,6,"[3, 3, 8, 15, 12, 6]",234,0,180,True,234,180,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",413792,382083,427792,,,
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,fixed_two,47,6,"[3, 3, 8, 15, 12, 6]",327,9,189,False,92,180,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",446292,410500,488250,,,
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,fixed_three,47,6,"[3, 3, 8, 15, 12, 6]",311,27,210,False,123,183,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",455041,440541,462459,,,
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,fixed_four,47,6,"[3, 3, 8, 15, 12, 6]",325,18,198,False,137,180,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",434167,432709,442459,,,
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,runs_count,47,6,"[3, 3, 8, 15, 12, 6]",187,46,151,False,,105,123,"[[3, [3, 8]], [15, [12, 6]]]",550875,523791,582375,232583,6500,315209
test,test-501-47-unequal_runs,unequal_runs,501,15abd62819b084f81f76d26425cb59a0dcd00ca5a98c7006c9fd55a69bc82b76,runs_length,47,6,"[3, 3, 8, 15, 12, 6]",160,46,150,False,,104,114,"[[[[3, 3], 8], 15], [12, 6]]",595875,590625,605167,229708,14125,348084
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,merge,23,3,"[1, 21, 1]",115,0,66,True,115,66,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",111334,103625,111542,,,
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,hybrid_4,23,3,"[1, 21, 1]",91,0,66,True,91,66,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",111000,99083,112292,,,
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,fixed_two,23,3,"[1, 21, 1]",136,12,78,False,44,66,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",120167,116916,121625,,,
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,fixed_three,23,3,"[1, 21, 1]",128,15,70,False,59,55,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",109292,107625,109834,,,
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,fixed_four,23,3,"[1, 21, 1]",134,16,68,False,65,52,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",105041,104833,108959,,,
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,runs_count,23,3,"[1, 21, 1]",68,22,51,False,,29,45,"[1, [21, 1]]",118041,111375,118875,59583,2958,56833
test,test-501-23-random_boundaries,random_boundaries,501,87728bc8e47655759abb7528a60023a1e8e649c697be6c387a1c48e1b65e6226,runs_length,23,3,"[1, 21, 1]",67,22,50,False,,28,45,"[[1, 21], 1]",119125,113792,119833,59209,5583,54750
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,merge,47,1,[47],282,0,123,True,282,123,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",222500,222417,223000,,,
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,hybrid_4,47,1,[47],234,0,123,True,234,123,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",208209,205833,210334,,,
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,fixed_two,47,1,[47],327,45,68,True,92,23,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",87375,86459,90917,,,
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,fixed_three,47,1,[47],311,44,75,True,123,31,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",96666,96542,99542,,,
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,fixed_four,47,1,[47],325,43,89,True,137,46,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",134292,131042,134916,,,
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,runs_count,47,1,[47],46,46,46,False,,0,0,47,230667,230625,241834,228791,1000,5042
test,test-501-47-sorted,sorted,501,6480f2d081dd0e344f6f407fbe3a79cfce50a7ccbcff3dbca4d3ca7707d59e99,runs_length,47,1,[47],46,46,46,False,,0,0,47,233583,230000,240417,246042,1041,4291
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,merge,23,2,"[21, 2]",115,0,49,True,115,49,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)""",64792,63875,70916,,,
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,hybrid_4,23,2,"[21, 2]",91,0,49,True,91,49,,"""LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.hybrid 4)""",61541,57917,65875,,,
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,fixed_two,23,2,"[21, 2]",136,20,52,False,44,32,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))""",54750,54583,80667,,,
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,fixed_three,23,2,"[21, 2]",128,19,47,False,59,28,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 3)\n  (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",56625,49958,65417,,,
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,fixed_four,23,2,"[21, 2]",134,18,48,False,65,30,,"""LeanSort.CostedPlan.Schema.split\n  (LeanSort.CostedPlan.Cut.fraction 1 2)\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))\n  (LeanSort.CostedPlan.Schema.split\n    (LeanSort.CostedPlan.Cut.fraction 1 2)\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge)))\n    (LeanSort.CostedPlan.Schema.guardSorted (LeanSort.CostedPlan.Schema.leaf (LeanSort.CostedPlan.Component.merge))))""",55083,52875,80875,,,
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,runs_count,23,2,"[21, 2]",45,22,44,False,,22,23,"[21, 2]",102458,102167,129875,57417,1667,48167
test,test-501-23-perturbed,perturbed,501,213f0135b00db3c0c5c5b66692f96fb785df12de6a9820d8104c01c77b249d40,runs_length,23,2,"[21, 2]",45,22,44,False,,22,23,"[21, 2]",122458,104167,127166,57250,2625,52625
